Date,ABEV,AC.MX,AMXB.MX,AXIA3.SA,BAP,BBAS3.SA,BBD,BIMBOA.MX,BSAC,CEMEXCPO.MX,CENCOSUD.SN,CIB,FALABELLA.SN,FEMSAUBD.MX,GCARSOA1.MX,GFNORTEO.MX,GGB,GMEXICOB.MX,ISA.CL,ITSA4.SA,ITUB,PAC,PBR,RENT3.SA,SBSP3.SA,SCCO,SQM,VALE,VIV,WALMEX.MX,WEGE3.SA
2006-02-27,0.6879241466522217,10.93544864654541,5.503676414489746,10.253315925598145,14.071451187133787,2.889288663864136,2.9296188354492188,7.648308753967285,7.029695987701416,21.11870765686035,676.2373046875,11.087600708007812,1165.2862548828125,19.49945640563965,5.980656623840332,12.364733695983888,3.063936710357666,3.968843698501587,2956.1787109375,1.3493458032608032,1.847297191619873,11.16324234008789,4.796287059783936,2.3275821208953857,0.6332279443740845,5.135558605194092,5.878037452697754,3.928985834121704,5.203230381011963,9.107454299926758,0.7304643392562866
2006-02-28,0.6816234588623047,10.93544864654541,5.45844030380249,10.253315925598145,13.945649147033691,2.889288663864136,2.9085702896118164,7.526618480682373,6.898952007293701,20.75100898742676,674.0465698242188,11.027099609375,1186.7935791015625,19.46714401245117,5.980656623840332,12.355085372924805,3.0572350025177,3.8511862754821777,2971.209716796875,1.3493458032608032,1.8338335752487185,11.105401039123535,4.739439964294434,2.3275821208953857,0.6332279443740845,5.212121486663818,5.86603593826294,3.8396732807159424,5.225457668304443,9.05610466003418,0.7304643392562866
2006-03-01,0.6997621655464172,10.93544864654541,5.618273735046387,10.459333419799805,13.96428394317627,2.974550724029541,3.020820140838623,7.719295978546143,6.973040580749512,21.013193130493164,679.1400146484375,11.174982070922852,1184.83837890625,19.73210334777832,5.980656623840332,12.639723777770996,3.2046685218811035,4.079330921173096,3011.29296875,1.374198317527771,1.8776143789291384,11.529566764831545,4.991732597351074,2.4173529148101807,0.6547470688819885,5.284102439880371,5.806030750274658,3.9695091247558594,5.347705364227295,9.131622314453123,0.7304643392562866
2006-03-02,0.7075904011726379,10.93544864654541,5.612242221832275,10.187662124633787,13.689379692077637,2.9406580924987797,3.0259597301483154,7.727409839630127,6.9585137367248535,20.882099151611328,678.044677734375,11.497624397277832,1197.6640625,19.81611633300781,5.980656623840332,12.59147834777832,3.333338499069214,4.192683696746826,2981.230224609375,1.396127462387085,1.872001051902771,11.683809280395508,5.0204267501831055,2.400681495666504,0.6557613611221313,5.491542816162109,5.806030750274658,3.966201305389404,5.427716255187988,9.225266456604004,0.7304643392562866
2006-03-03,0.7150365710258484,10.93544864654541,5.609226226806641,10.119742393493652,13.372535705566406,2.9660768508911133,2.9977853298187256,7.646283149719238,6.928008079528809,21.064353942871094,695.5709228515625,11.420329093933104,1212.2108154296875,19.75795555114746,5.980656623840332,12.572178840637209,3.34674072265625,4.317516326904297,2916.093505859375,1.388818621635437,1.863581657409668,11.433162689208984,5.025842666625977,2.4269702434539795,0.6508997678756714,5.592971324920654,5.775310039520264,3.9612395763397217,5.36770486831665,9.216203689575195,0.7304643392562866
2006-03-06,0.705490231513977,10.93544864654541,5.729851722717285,9.75751495361328,13.256053924560549,2.9125893115997314,2.870295286178589,7.439406394958496,6.727532386779785,20.885299682617188,710.0847778320312,10.68764877319336,1204.233642578125,19.566234588623047,5.980656623840332,12.23447608947754,3.2140510082244877,4.218508243560791,2805.863037109375,1.368350386619568,1.8093470335006716,11.221083641052246,4.84826135635376,2.5007100105285645,0.6463761329650879,5.346921443939209,5.692261219024658,3.8504252433776855,5.316588401794434,9.05610466003418,0.7304643392562866
2006-03-07,0.6854422688484192,10.93544864654541,5.425266742706299,9.508482933044434,12.608393669128418,2.864930391311645,2.7498490810394287,7.147345542907715,6.601146221160889,20.27779197692871,698.3093872070312,10.418780326843262,1180.927978515625,19.075090408325195,5.980656623840332,11.819586753845217,3.084042549133301,4.07645845413208,2805.863037109375,1.3332656621932983,1.74914813041687,11.20179843902588,4.658770561218262,2.5007100105285645,0.6287042498588562,5.194454669952393,5.568413257598877,3.699913501739502,5.165448188781738,8.959440231323242,0.7304643392562866
2006-03-08,0.679523229598999,10.93544864654541,5.337811470031738,9.497163772583008,12.491908073425291,2.907294511795044,2.675184965133667,7.214276313781738,6.4427995681762695,20.364126205444336,703.0743408203125,10.704453468322754,1173.10693359375,19.128944396972656,5.980656623840332,11.390220642089844,3.070638418197632,4.075026035308838,2896.05224609375,1.323032021522522,1.710530400276184,11.16324234008789,4.634947776794434,2.462238311767578,0.6238425374031067,5.114619255065918,5.486807346343994,3.608946084976196,5.285468578338623,8.787261009216309,0.7304643392562866
2006-03-09,0.6720772385597229,10.93544864654541,5.364954471588135,9.350006103515623,12.804091453552246,2.8596348762512207,2.5871400833129883,7.159515380859375,6.405028343200684,20.351333618164062,692.9966430664062,10.425500869750977,1180.927978515625,19.314197540283203,5.980656623840332,11.390220642089844,3.045173406600952,3.9989750385284415,2916.093505859375,1.2718651294708252,1.6707779169082642,11.356046676635742,4.510968208312988,2.3724687099456787,0.6350879669189453,5.098259449005127,5.448403835296631,3.4964749813079834,5.245460510253906,8.52143669128418,0.7304643392562866
2006-03-10,0.6877332925796509,10.93544864654541,5.352889537811279,9.820904731750488,12.813406944274902,2.9756083488464355,2.6829347610473637,7.193994998931885,6.377429485321045,20.4312686920166,695.5709228515625,10.805280685424805,1184.916748046875,19.60285377502441,5.980656623840332,11.36609935760498,3.063936710357666,4.130982875823975,2956.1787109375,1.317184329032898,1.7281372547149658,11.394601821899414,4.581891059875488,2.462238311767578,0.6354687809944153,5.225210189819336,5.479127883911133,3.576693534851074,5.309918403625488,8.696643829345703,0.7304643392562866
