Date,ABEV,AC.MX,AMXB.MX,AXIA3.SA,BAP,BBAS3.SA,BBD,BIMBOA.MX,BSAC,CEMEXCPO.MX,CENCOSUD.SN,CIB,FALABELLA.SN,FEMSAUBD.MX,GCARSOA1.MX,GFNORTEO.MX,GGB,GMEXICOB.MX,ISA.CL,ITSA4.SA,ITUB,PAC,PBR,RENT3.SA,SBSP3.SA,SCCO,SQM,VALE,VIV,WALMEX.MX,WEGE3.SA
2006-02-27,0.6879243850708008,10.935444831848145,5.503676414489746,10.253314971923828,14.07144832611084,2.870404005050659,2.9296183586120605,7.648310661315918,7.029695510864258,21.11870384216309,676.2373657226562,11.087601661682127,1165.2864990234375,19.499460220336918,5.98065710067749,12.364734649658203,3.063936948776245,3.968843460083008,2956.1787109375,1.3493460416793823,1.8473002910614011,11.16324234008789,4.79628849029541,2.3275837898254395,0.6332279443740845,5.135560989379883,5.878036975860596,3.928987741470337,5.203230857849121,9.107458114624023,0.7304648160934448
2006-02-28,0.6816233992576599,10.935444831848145,5.458441257476807,10.253314971923828,13.945643424987791,2.870404005050659,2.9085729122161865,7.526618003845215,6.898952960968018,20.751007080078125,674.046630859375,11.027097702026367,1186.79345703125,19.467145919799805,5.98065710067749,12.355082511901855,3.057235717773437,3.851186752319336,2971.209716796875,1.3493460416793823,1.8338327407836916,11.105401992797852,4.739439964294434,2.3275837898254395,0.6332279443740845,5.212123394012451,5.866034984588623,3.839672565460205,5.225459575653076,9.056102752685549,0.7304648160934448
2006-03-01,0.6997619271278381,10.935444831848145,5.6182732582092285,10.459331512451172,13.964282989501951,2.95510482788086,3.020820140838623,7.719295978546143,6.973042011260986,21.01319122314453,679.1400756835938,11.17498016357422,1184.8382568359375,19.732107162475582,5.98065710067749,12.639718055725098,3.204667806625366,4.079329967498779,3011.2939453125,1.3741986751556396,1.877615451812744,11.529563903808594,4.991733074188232,2.4173524379730225,0.6547468304634094,5.284101963043213,5.806033611297607,3.9695093631744394,5.34770393371582,9.131622314453123,0.7304648160934448
2006-03-02,0.7075902223587036,10.935444831848145,5.612242698669434,10.187661170959473,13.689375877380373,2.921435594558716,3.0259604454040527,7.72740888595581,6.958514213562012,20.882099151611328,678.0447387695312,11.497628211975098,1197.663818359375,19.816118240356445,5.98065710067749,12.591480255126951,3.333338499069214,4.192684173583984,2981.230224609375,1.3961267471313477,1.8720022439956665,11.683809280395508,5.020428657531738,2.400681257247925,0.6557614207267761,5.491542339324951,5.806033611297607,3.9662022590637207,5.427717685699463,9.225266456604004,0.7304648160934448
2006-03-03,0.7150367498397827,10.935444831848145,5.609226226806641,10.119743347167969,13.372538566589355,2.946687936782837,2.9977848529815674,7.646282196044922,6.928006649017334,21.06435203552246,695.5709838867188,11.420328140258787,1212.2108154296875,19.757957458496094,5.98065710067749,12.572179794311523,3.346742868423462,4.317516326904297,2916.09521484375,1.3888185024261477,1.863582730293274,11.4331636428833,5.025843620300293,2.426970958709717,0.6508998274803162,5.592971324920654,5.775307655334473,3.961239099502564,5.367710590362549,9.21619987487793,0.7304648160934448
2006-03-06,0.705489993095398,10.935444831848145,5.729854583740234,9.757515907287598,13.25605297088623,2.893551111221313,2.870297431945801,7.439406394958496,6.727531909942627,20.885297775268555,710.0848999023438,10.687649726867676,1204.2337646484375,19.56623649597168,5.98065710067749,12.234477043151855,3.2140512466430664,4.218510627746582,2805.86376953125,1.3683515787124634,1.8093465566635127,11.221081733703612,4.84826135635376,2.5007100105285645,0.6463761329650879,5.346926689147949,5.692261695861816,3.8504230976104736,5.316587924957275,9.056102752685549,0.7304648160934448
2006-03-07,0.6854422092437744,10.935444831848145,5.425268173217773,9.50848388671875,12.608392715454102,2.8462016582489014,2.749850034713745,7.147347927093506,6.601144790649414,20.277793884277344,698.309326171875,10.418776512145996,1180.9281005859375,19.075090408325195,5.98065710067749,11.819586753845217,3.0840415954589844,4.0764594078063965,2805.86376953125,1.3332648277282717,1.7491486072540283,11.201802253723145,4.658771514892578,2.5007100105285645,0.6287041902542114,5.194454669952393,5.568413257598877,3.699913501739502,5.165446758270264,8.959441184997559,0.7304648160934448
2006-03-08,0.679523229598999,10.935444831848145,5.337810516357422,9.497162818908691,12.491907119750977,2.888292074203491,2.675184488296509,7.214276790618896,6.442799091339111,20.364124298095703,703.0742797851562,10.704455375671388,1173.10693359375,19.12894058227539,5.98065710067749,11.390214920043944,3.070639133453369,4.0750250816345215,2896.05322265625,1.323032259941101,1.7105315923690796,11.16324234008789,4.63494873046875,2.46223783493042,0.6238424777984619,5.114620208740234,5.486808776855469,3.608944892883301,5.285470962524414,8.787263870239258,0.7304648160934448
2006-03-09,0.6720770001411438,10.935444831848145,5.364952564239502,9.350008010864258,12.80409049987793,2.840942859649658,2.5871403217315674,7.159515857696533,6.405028343200684,20.351333618164062,692.996826171875,10.42550277709961,1180.9281005859375,19.314193725585938,5.98065710067749,11.390214920043944,3.045172691345215,3.9989771842956543,2916.09521484375,1.271865725517273,1.6707775592803955,11.356043815612791,4.51096773147583,2.3724682331085205,0.6350879073143005,5.098260402679443,5.448404312133789,3.496476650238037,5.245462417602539,8.52143669128418,0.7304648160934448
2006-03-10,0.6877334117889404,10.935444831848145,5.3528900146484375,9.820905685424805,12.813405990600586,2.956157922744751,2.682936668395996,7.193994998931885,6.377426624298096,20.43126678466797,695.5709838867188,10.805285453796388,1184.9163818359375,19.60285186767578,5.98065710067749,11.366101264953612,3.063936948776245,4.130985260009766,2956.1787109375,1.3171842098236084,1.7281354665756226,11.394600868225098,4.581891059875488,2.46223783493042,0.6354687809944153,5.225207805633545,5.479126453399658,3.576693058013916,5.309919834136963,8.696640014648438,0.7304648160934448
