Rating,Industry,Sector,Revenue,cada_hora,empleador,sueldo_min,sueldo_max,sueldo_promedio,titulo,senioridad,python_yn,r_yn,spark_yn,aws_yn,excel_yn,len_desc,compania,estado,HQ,tamano,ano,org,num_comps
5.0,IT Services,Information Technology,Unknown / Non-Applicable,0,1,120,145,132.5,ingeniero de datos,na,0,0,0,0,0,688,Gridiron IT,FL,0,51-200 ,3,privado,-1
4.3,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,80,120,100.0,ingeniero de datos,na,0,0,1,0,1,3055,Productive Edge,IL,1,51-200 ,12,privado,3
3.7,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,0,0,80,130,105.0,cientifico de datos,senior,1,0,0,0,0,3353,Evolve Vacation Rental,CO,1,201-500 ,9,privado,-1
4.2,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,59,115,87.0,ingeniero de datos,na,0,0,0,1,1,3066,The Church of Jesus Christ of Latter-day Saints,UT,0,10000+ ,-1,sin_lucro,-1
4.3,Real Estate,Real Estate,Unknown / Non-Applicable,0,0,71,136,103.5,analysta de datos,na,0,0,0,0,1,1806,Maximus Real Estate Partners,CA,1,51-200 ,7,privado,3
2.6,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,167,124.0,na,senior,1,0,0,0,1,6130,Software Engineering Institute,PA,1,501-1000 ,36,universidad,-1
3.8,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,49,85,67.0,cientifico de datos,na,1,0,0,0,0,6844,PNNL,WA,1,1001-5000 ,55,gubernamental,3
3.9,IT Services,Information Technology,$2 to $5 billion (USD),0,0,60,114,87.0,ingeniero de datos,na,0,0,0,0,0,3217,AVANADE,DC,0,10000+ ,20,privado,3
4.3,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,71,204,137.5,cientifico de datos,na,1,0,1,1,1,3405,h2o.ai,IL,0,201-500 ,9,privado,-1
3.8,Advertising & Marketing,Business Services,$100 to $500 million (USD),0,0,75,125,100.0,cientifico de datos,na,1,0,0,0,1,5526,PatientPoint,OH,1,201-500 ,33,privado,3
3.8,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,77,136,106.5,ingeniero de datos,na,0,0,0,0,1,5743,BlueCross BlueShield of Tennessee,TN,1,5001-10000 ,75,sin_lucro,-1
3.8,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,74,123,98.5,cientifico de datos,senior,0,0,0,0,0,4904,PNNL,WA,1,1001-5000 ,55,gubernamental,3
4.8,Security Services,Business Services,$100 to $500 million (USD),0,0,44,78,61.0,analysta de datos,senior,1,0,0,0,1,2934,KnowBe4,FL,1,501-1000 ,10,privado,-1
4.4,Consulting,Business Services,Unknown / Non-Applicable,0,0,65,148,106.5,na,senior,1,0,1,1,0,4127,KSM Consulting,IN,1,51-200 ,12,privado,-1
3.9,Internet,Information Technology,Unknown / Non-Applicable,0,0,59,110,84.5,ingeniero de datos,na,1,0,1,0,0,2075,Cogo Labs,MA,1,51-200 ,15,privado,-1
3.4,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,85,134,109.5,gerente,na,1,0,0,0,1,2962,Church & Dwight,NJ,1,1001-5000 ,174,publico,-1
3.6,Insurance Carriers,Insurance,$10+ billion (USD),0,0,124,204,164.0,cientifico de datos,na,1,0,1,1,0,4414,MassMutual,MA,0,5001-10000 ,169,privado,-1
3.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,131,207,169.0,cientifico de datos,senior,1,0,1,0,1,7106,Genentech,CA,1,10000+ ,44,subsidiary,-1
3.8,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,110,174,142.0,cientifico de datos,senior,1,0,1,1,1,2397,Juniper Networks,CA,0,5001-10000 ,24,publico,-1
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,52,101,76.5,na,na,0,0,0,0,1,2468,Takeda Pharmaceuticals,MA,0,10000+ ,239,publico,3
3.8,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,81,133,107.0,cientifico de datos,na,1,0,0,0,1,3010,Legal & General America,MD,1,501-1000 ,39,privado,-1
3.5,Computer Hardware & Software,Information Technology,$10+ billion (USD),0,0,132,211,171.5,cientifico de datos,na,1,0,0,1,0,4486,Western Digital,CA,1,10000+ ,50,publico,2
3.9,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,0,0,73,119,96.0,cientifico de datos,senior,0,0,0,0,1,6909,Health IQ,TX,0,201-500 ,7,privado,-1
4.2,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,110,175,142.5,cientifico de datos,na,0,0,0,0,0,3512,Nuna,CA,1,51-200 ,10,privado,-1
4.2,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,74,140,107.0,ingeniero de datos,na,0,0,0,0,1,2617,The Church of Jesus Christ of Latter-day Saints,UT,0,10000+ ,-1,sin_lucro,-1
3.5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,100,190,145.0,na,senior,1,0,0,0,1,5391,Sunovion,MA,1,1001-5000 ,10,privado,3
2.9,Colleges & Universities,Education,$25 to $50 million (USD),0,0,43,80,61.5,analysta de datos,senior,1,0,0,0,1,5736,National Student Clearinghouse,VA,1,201-500 ,27,sin_lucro,3
3.6,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,0,34,48,41.0,na,na,0,0,0,0,0,2117,Tower Health,PA,0,5001-10000 ,3,sin_lucro,-1
2.7,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,91,149,120.0,cientifico de datos,na,1,0,0,0,0,6467,State of Wisconsin Investment Board,WI,1,51-200 ,69,gubernamental,-1
4.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,42,82,62.0,na,na,0,0,0,0,0,5512,Rubius Therapeutics,MA,1,201-500 ,7,publico,-1
4.0,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,116,185,150.5,cientifico de datos,senior,1,0,1,0,0,2525,Autodesk,CA,0,5001-10000 ,38,publico,-1
4.3,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,59,116,87.5,gerente,na,0,0,0,0,1,1961,OneMagnify,MI,0,201-500 ,53,privado,-1
4.2,Advertising & Marketing,Business Services,$25 to $50 million (USD),0,0,48,95,71.5,ingeniero de datos,na,1,0,1,1,1,10051,IZEA,FL,1,51-200 ,14,publico,2
3.6,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,31,72,51.5,analysta de datos,na,0,0,0,0,1,4353,Vionic Group,CA,1,51-200 ,14,subsidiary,-1
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,105,198,151.5,na,senior,0,0,0,0,1,5801,Takeda Pharmaceuticals,CA,0,10000+ ,239,publico,3
2.8,IT Services,Information Technology,Unknown / Non-Applicable,0,0,55,100,77.5,analysta de datos,senior,1,0,0,0,1,5894,Dodge Data & Analytics,NJ,1,201-500 ,6,privado,-1
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,98,182,140.0,principal,na,0,0,0,0,1,2309,Takeda Pharmaceuticals,MA,0,10000+ ,239,publico,3
3.3,Insurance Carriers,Insurance,$10 to $25 million (USD),0,0,73,124,98.5,cientifico de datos,senior,0,0,0,0,1,3239,Plymouth Rock Assurance,NJ,0,1001-5000 ,38,privado,2
-1.0,IT Services,Information Technology,$5 to $10 million (USD),0,1,200,250,225.0,cientifico de datos,na,1,0,0,1,1,1632,CA-One Tech Cloud,CA,0,51-200 ,3,privado,-1
3.6,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,42,68,55.0,na,na,0,0,0,0,0,2724,Beebe Healthcare,DE,1,1001-5000 ,85,sin_lucro,-1
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,117,206,161.5,na,senior,0,0,0,0,0,1345,Takeda Pharmaceuticals,MA,0,10000+ ,239,publico,3
3.4,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,111,183,147.0,cientifico de datos,senior,1,0,1,1,0,4835,Argo Group US,NY,0,1001-5000 ,72,publico,-1
4.1,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,44,78,61.0,analysta de datos,na,0,0,0,0,1,2886,Associated Electric Cooperative,MO,1,501-1000 ,59,privado,-1
2.6,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,159,120.0,ingeniero de ML,na,1,0,0,0,0,2808,Software Engineering Institute,PA,1,501-1000 ,36,universidad,-1
3.2,Lending,Finance,$500 million to $1 billion (USD),0,0,83,166,124.5,na,na,1,0,0,0,1,1925,PennyMac,AZ,0,1001-5000 ,12,publico,3
3.9,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,114,182,148.0,cientifico de datos,senior,1,0,0,0,0,2364,Zest AI,CA,1,51-200 ,11,privado,-1
4.7,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),0,0,42,76,59.0,analysta de datos,na,1,0,0,0,1,3088,DECISIVE ANALYTICS Corporation,AL,0,51-200 ,24,privado,2
3.7,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,114,179,146.5,cientifico de datos,na,1,0,0,0,1,5123,The Hanover Insurance Group,MA,1,5001-10000 ,168,publico,-1
2.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,60,123,91.5,na,na,0,0,0,0,1,3984,Karyopharm Therapeutics Inc.,MA,1,201-500 ,-1,publico,-1
3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,100,166,133.0,ingeniero de ML,senior,1,0,0,1,0,3280,Tempus Labs,IL,1,501-1000 ,5,privado,-1
4.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,108,173,140.5,cientifico de datos,na,1,0,0,1,0,4819,Recursion Pharmaceuticals,UT,1,51-200 ,7,privado,-1
3.7,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,48,93,70.5,ingeniero de datos,na,0,0,0,0,1,3670,P2 Energy Solutions,LA,0,501-1000 ,-1,privado,-1
3.3,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5,principal,na,0,0,0,0,0,3670,Rochester Regional Health,NY,1,10000+ ,6,hospital,-1
4.0,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,60,127,93.5,na,na,0,0,0,0,1,4637,ClearEdge,MD,1,51-200 ,18,privado,-1
4.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,90,179,134.5,na,senior,0,0,0,0,0,4438,Rubius Therapeutics,MA,1,201-500 ,7,publico,-1
3.9,Internet,Information Technology,$10 to $25 million (USD),0,0,138,224,181.0,ingeniero de ML,na,1,0,1,0,0,2015,Tapjoy,CA,1,201-500 ,13,privado,2
3.3,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5,principal,na,0,0,0,0,0,3627,Rochester Regional Health,NY,1,10000+ ,6,hospital,-1
4.1,Internet,Information Technology,$50 to $100 million (USD),0,1,190,220,205.0,ingeniero de datos,na,1,0,1,1,0,4037,Credit Sesame,CA,1,51-200 ,10,privado,3
3.6,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,35,62,48.5,analysta de datos,na,0,0,0,0,1,4608,San Manuel Casino,CA,1,1001-5000 ,34,privado,-1
4.0,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,0,36,50,43.0,na,na,0,0,0,1,0,5160,Texas Health Huguley Hospital,TX,0,1001-5000 ,43,hospital,-1
2.4,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,39,66,52.5,na,na,0,0,0,0,0,2433,Teasdale Latin Foods,IL,0,501-1000 ,-1,privado,-1
2.6,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,167,124.0,ingeniero de ML,senior,0,0,0,0,0,5379,Software Engineering Institute,PA,1,501-1000 ,36,universidad,-1
3.5,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,42,86,64.0,gerente,na,0,0,0,0,0,3846,Central California Alliance for Health,CA,1,501-1000 ,24,sin_lucro,-1
3.0,Gas Stations,Retail,$10+ billion (USD),0,0,69,127,98.0,ingeniero de datos,senior,1,0,0,0,0,2133,Pilot Flying J Travel Centers LLC,TN,1,10000+ ,62,privado,3
3.6,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,42,68,55.0,na,na,0,0,0,0,0,2801,Beebe Healthcare,DE,0,1001-5000 ,85,sin_lucro,-1
3.3,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,40,68,54.0,na,na,0,0,0,0,0,2832,Palermo's Pizza,WI,1,501-1000 ,56,privado,-1
2.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,113,81.0,na,na,0,0,0,0,1,3776,Advanced BioScience Laboratories,MD,1,201-500 ,59,privado,-1
3.4,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),0,0,75,140,107.5,ingeniero de datos,senior,0,0,0,0,0,4288,Echo Global Logistics,IL,1,1001-5000 ,15,publico,3
3.8,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,0,0,86,139,112.5,cientifico de datos,na,1,0,0,1,1,6408,Truckstop.com,IL,0,501-1000 ,25,privado,-1
3.7,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,66,112,89.0,cientifico de datos,na,1,0,1,0,1,5298,Lockheed Martin,VA,0,10000+ ,25,publico,3
4.8,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,76,125,100.5,cientifico de datos,senior,0,0,0,0,0,1806,Acuity Insurance,WI,1,1001-5000 ,95,privado,-1
3.8,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),0,0,44,86,65.0,analysta de datos,na,0,0,0,0,1,2469,Fareportal,NY,1,1001-5000 ,18,privado,3
3.4,Federal Agencies,Government,Unknown / Non-Applicable,1,0,30,50,40.0,na,na,0,0,0,0,0,9322,"Veterans Affairs, Veterans Health Administration",LA,0,10000+ ,90,gubernamental,-1
4.3,Consulting,Business Services,Unknown / Non-Applicable,0,0,53,92,72.5,cientifico de datos,na,1,0,1,1,1,5775,Credera,TX,1,201-500 ,21,subsidiary,-1
4.8,Security Services,Business Services,$100 to $500 million (USD),0,0,44,78,61.0,analysta de datos,senior,1,0,0,0,1,2934,KnowBe4,FL,1,501-1000 ,10,privado,-1
3.4,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,85,134,109.5,gerente,na,1,0,0,0,1,2962,Church & Dwight,NJ,1,1001-5000 ,174,publico,-1
3.9,Internet,Information Technology,Unknown / Non-Applicable,0,0,59,110,84.5,ingeniero de datos,na,1,0,1,0,0,2075,Cogo Labs,MA,1,51-200 ,15,privado,-1
3.4,Advertising & Marketing,Business Services,$10 to $25 million (USD),0,0,64,111,87.5,cientifico de datos,na,0,0,0,0,0,4082,Spectrum Communications and Consulting,IL,1,51-200 ,28,privado,-1
3.1,Video Games,Media,$10+ billion (USD),0,0,65,120,92.5,analysta de datos,na,1,1,0,0,1,3123,NCSOFT,CA,0,1001-5000 ,23,publico,3
3.2,Federal Agencies,Government,$1 to $2 billion (USD),0,0,60,103,81.5,cientifico de datos,na,1,0,1,0,0,3144,MITRE,VA,0,5001-10000 ,62,sin_lucro,3
4.3,Trucking,Transportation & Logistics,Unknown / Non-Applicable,0,0,53,105,79.0,analysta de datos,na,0,0,0,0,0,1884,"Dayton Freight Lines, Inc.",OH,1,1001-5000 ,39,privado,2
3.6,Insurance Carriers,Insurance,$10+ billion (USD),0,0,124,204,164.0,cientifico de datos,na,1,0,1,1,0,4414,MassMutual,MA,0,5001-10000 ,169,privado,-1
3.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,131,207,169.0,cientifico de datos,senior,1,0,1,0,1,7106,Genentech,CA,1,10000+ ,44,subsidiary,-1
3.8,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,110,174,142.0,cientifico de datos,senior,1,0,1,1,1,2397,Juniper Networks,CA,0,5001-10000 ,24,publico,-1
2.8,Social Assistance,Non-Profit,$50 to $100 million (USD),0,0,33,62,47.5,analysta de datos,na,0,0,0,0,1,5435,Community Action Partnership of San Luis Obispo,CA,0,501-1000 ,-1,sin_lucro,-1
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,52,101,76.5,na,na,0,0,0,0,1,2468,Takeda Pharmaceuticals,MA,0,10000+ ,239,publico,3
3.4,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,48,90,69.0,analysta de datos,na,1,0,0,0,1,5483,TrueAccord,CA,1,51-200 ,7,privado,-1
4.0,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),0,0,34,64,49.0,analysta de datos,na,1,0,0,0,1,2505,DRB Systems,ID,0,201-500 ,36,privado,-1
3.5,Computer Hardware & Software,Information Technology,$10+ billion (USD),0,0,132,211,171.5,cientifico de datos,na,1,0,0,1,0,4486,Western Digital,CA,1,10000+ ,50,publico,2
3.8,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,81,133,107.0,cientifico de datos,na,1,0,0,0,1,3010,Legal & General America,MD,1,501-1000 ,39,privado,-1
3.7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,42,76,59.0,analysta de datos,na,0,0,0,0,1,2774,Corcentric,NJ,1,201-500 ,24,privado,-1
3.5,IT Services,Information Technology,$25 to $50 million (USD),0,0,66,111,88.5,cientifico de datos,na,0,0,0,1,0,7107,U.Group,IN,0,201-500 ,1,privado,-1
4.2,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,74,140,107.0,ingeniero de datos,na,0,0,0,0,1,2617,The Church of Jesus Christ of Latter-day Saints,UT,0,10000+ ,-1,sin_lucro,-1
4.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,63,110,86.5,cientifico de datos,na,1,0,0,1,1,3698,Pfizer,MA,0,10000+ ,171,publico,-1
4.3,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),0,0,63,105,84.0,cientifico de datos,na,1,0,0,0,1,2907,SMC 3,KY,0,51-200 ,85,sin_lucro,-1
4.7,Consulting,Business Services,$50 to $100 million (USD),0,0,91,138,114.5,asesor,na,1,0,0,0,1,4135,Systems Evolution Inc.,NY,0,201-500 ,28,privado,-1
3.5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,100,190,145.0,na,senior,1,0,0,0,1,5391,Sunovion,MA,1,1001-5000 ,10,privado,3
4.4,Internet,Information Technology,$100 to $500 million (USD),0,0,62,114,88.0,ingeniero de datos,na,1,0,1,1,1,4471,Eventbrite,TN,0,1001-5000 ,14,publico,3
4.1,Internet,Information Technology,$100 to $500 million (USD),0,0,71,129,100.0,ingeniero de datos,na,1,0,1,1,0,4948,Centro,IL,1,501-1000 ,19,privado,3
2.9,Colleges & Universities,Education,$25 to $50 million (USD),0,0,43,80,61.5,analysta de datos,senior,1,0,0,0,1,5736,National Student Clearinghouse,VA,1,201-500 ,27,sin_lucro,3
2.5,Advertising & Marketing,Business Services,$1 to $2 billion (USD),0,0,74,119,96.5,cientifico de datos,na,1,0,1,0,0,4466,comScore,OR,0,1001-5000 ,21,publico,3
4.2,Consulting,Business Services,Unknown / Non-Applicable,0,0,55,97,76.0,analysta de datos,na,1,0,0,0,1,2385,SullivanCotter,MN,0,201-500 ,28,privado,3
3.9,Research & Development,Business Services,$100 to $500 million (USD),0,1,15,16,15.5,cientifico de datos,na,0,0,0,0,1,5019,NPD,NY,1,1001-5000 ,54,privado,-1
4.3,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,61,106,83.5,cientifico de datos,na,1,0,0,0,1,3111,Bakery Agency,TX,1,1-50 ,10,privado,-1
2.7,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,91,149,120.0,cientifico de datos,na,1,0,0,0,0,6467,State of Wisconsin Investment Board,WI,1,51-200 ,69,gubernamental,-1
3.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,127,199,163.0,cientifico de datos,na,0,0,0,0,1,4502,Genentech,CA,1,10000+ ,44,subsidiary,-1
3.4,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,74,126,100.0,analysta de datos,na,0,0,0,1,0,4837,Blue Cross & Blue Shield of Rhode Island,RI,1,501-1000 ,81,sin_lucro,1
3.8,Social Assistance,Non-Profit,Unknown / Non-Applicable,0,0,33,72,52.5,na,na,0,0,0,0,1,4837,Boys Town,NE,1,1001-5000 ,103,sin_lucro,3
3.6,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,0,34,48,41.0,na,na,0,0,0,0,0,2117,Tower Health,PA,0,5001-10000 ,3,sin_lucro,-1
3.3,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,37,63,50.0,analysta de datos,junior,0,0,0,0,1,4135,The HSC Health Care System,DC,1,501-1000 ,137,sin_lucro,-1
3.4,Consulting,Business Services,$50 to $100 million (USD),0,0,67,119,93.0,ingeniero de datos,na,1,0,0,1,0,3799,Pro-Sphere Tek,TX,0,201-500 ,14,privado,-1
3.0,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),0,0,72,117,94.5,cientifico de datos,na,1,0,0,0,0,3421,Ameritas Life Insurance Corp,OH,0,1001-5000 ,133,privado,-1
4.0,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,116,185,150.5,cientifico de datos,senior,1,0,1,0,0,2525,Autodesk,CA,0,5001-10000 ,38,publico,-1
3.7,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,78,126,102.0,cientifico de datos,na,1,0,1,1,1,5558,Genworth,NC,0,1001-5000 ,16,publico,3
4.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,42,82,62.0,na,na,0,0,0,0,0,5512,Rubius Therapeutics,MA,1,201-500 ,7,publico,-1
4.3,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,59,116,87.5,gerente,na,0,0,0,0,1,1961,OneMagnify,MI,0,201-500 ,53,privado,-1
4.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,63,105,84.0,cientifico de datos,na,0,0,0,1,1,5015,Pfizer,CT,0,10000+ ,171,publico,-1
4.0,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,109,177,143.0,cientifico de datos,na,1,0,0,1,0,3760,Novetta,VA,0,501-1000 ,8,privado,3
3.2,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,116,194,155.0,cientifico de datos,senior,1,0,1,1,1,1817,"Numeric, LLC",PA,0,1-50 ,-1,privado,-1
4.2,Advertising & Marketing,Business Services,$25 to $50 million (USD),0,0,48,95,71.5,ingeniero de datos,na,1,0,1,1,1,10051,IZEA,FL,1,51-200 ,14,publico,2
3.9,Insurance Carriers,Insurance,$10 to $25 million (USD),0,0,83,133,108.0,cientifico de datos,na,1,0,1,0,0,3029,Trace Data,CA,0,51-200 ,20,privado,-1
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,105,198,151.5,na,senior,0,0,0,0,1,5801,Takeda Pharmaceuticals,CA,0,10000+ ,239,publico,3
3.6,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,31,72,51.5,analysta de datos,na,0,0,0,0,1,4353,Vionic Group,CA,1,51-200 ,14,subsidiary,-1
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,98,182,140.0,principal,na,0,0,0,0,1,2309,Takeda Pharmaceuticals,MA,0,10000+ ,239,publico,3
2.8,IT Services,Information Technology,Unknown / Non-Applicable,0,0,55,100,77.5,analysta de datos,senior,1,0,0,0,1,5894,Dodge Data & Analytics,NJ,1,201-500 ,6,privado,-1
4.2,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,45,82,63.5,analysta de datos,na,0,0,0,0,1,2643,Clearwater Analytics,ID,1,501-1000 ,16,privado,-1
4.0,IT Services,Information Technology,Less than $1 million (USD),0,0,83,135,109.0,cientifico de datos,na,1,0,0,0,0,714,"Tekvalley, Corp.",CA,0,1-50 ,-1,privado,-1
3.5,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),0,0,70,122,96.0,cientifico de datos,na,1,0,0,0,0,3796,BWX Technologies,TN,0,5001-10000 ,170,publico,-1
-1.0,IT Services,Information Technology,$5 to $10 million (USD),0,1,200,250,225.0,cientifico de datos,na,1,0,0,1,1,1632,CA-One Tech Cloud,CA,0,51-200 ,3,privado,-1
3.2,Lending,Finance,$500 million to $1 billion (USD),0,0,70,132,101.0,ingeniero de datos,na,1,0,0,1,1,2501,PennyMac,CA,0,1001-5000 ,12,publico,3
3.3,Insurance Carriers,Insurance,$10 to $25 million (USD),0,0,73,124,98.5,cientifico de datos,senior,0,0,0,0,1,3239,Plymouth Rock Assurance,NJ,0,1001-5000 ,38,privado,2
3.9,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),0,0,54,101,77.5,ingeniero de datos,na,0,0,0,0,1,3490,Vermeer,IA,1,1001-5000 ,72,privado,3
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,117,206,161.5,na,senior,0,0,0,0,0,1345,Takeda Pharmaceuticals,MA,0,10000+ ,239,publico,3
3.6,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,42,68,55.0,na,na,0,0,0,0,0,2724,Beebe Healthcare,DE,1,1001-5000 ,85,sin_lucro,-1
3.4,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,111,183,147.0,cientifico de datos,senior,1,0,1,1,0,4835,Argo Group US,NY,0,1001-5000 ,72,publico,-1
3.5,IT Services,Information Technology,Unknown / Non-Applicable,0,0,68,112,90.0,cientifico de datos,na,1,0,0,0,1,1231,L&T Infotech,CA,0,10000+ ,23,publico,3
4.3,Banks & Credit Unions,Finance,$5 to $10 billion (USD),0,0,42,74,58.0,analysta de datos,na,0,0,0,1,0,6600,OceanFirst Financial,NJ,0,501-1000 ,118,publico,-1
4.1,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,44,78,61.0,analysta de datos,na,0,0,0,0,1,2886,Associated Electric Cooperative,MO,1,501-1000 ,59,privado,-1
2.6,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,159,120.0,ingeniero de ML,na,1,0,0,0,0,2808,Software Engineering Institute,PA,1,501-1000 ,36,universidad,-1
3.6,Auctions & Galleries,Retail,$500 million to $1 billion (USD),0,0,95,161,128.0,cientifico de datos,na,1,0,0,0,0,2041,Sotheby's,NY,1,1001-5000 ,276,publico,-1
3.5,Banks & Credit Unions,Finance,$100 to $500 million (USD),0,0,75,124,99.5,cientifico de datos,na,1,0,1,1,1,4420,First Tech Federal Credit Union,OR,0,1001-5000 ,68,privado,-1
3.6,Real Estate,Real Estate,$500 million to $1 billion (USD),0,0,72,120,96.0,cientifico de datos,na,1,0,0,0,0,3342,Amrock,MI,1,1001-5000 ,23,privado,-1
