ID_MES,ID_PAIS,ID_CONTINENTE,ID_OCM,NUMERO_VISITANTES
1,25,3,1,12193
1,25,3,2,17822
1,25,3,3,61910
1,25,3,4,10629
1,25,3,5,547
1,25,3,6,6666
1,26,4,1,31
1,26,4,2,6
1,26,4,3,12
1,26,4,4,4
1,26,4,5,0
1,26,4,6,4
1,27,6,1,1
1,27,6,2,0
1,27,6,3,0
1,27,6,4,0
1,27,6,5,0
1,27,6,6,1
1,28,3,1,49858
1,28,3,2,6211
1,28,3,3,2674
1,28,3,4,1328
1,28,3,5,294
1,28,3,6,10481
1,29,5,1,4
1,29,5,2,0
1,29,5,3,2
1,29,5,4,0
1,29,5,5,0
1,29,5,6,0
1,30,4,1,427
1,30,4,2,3
1,30,4,3,7
1,30,4,4,10
1,30,4,5,8
1,30,4,6,119
1,31,6,1,5
1,31,6,2,0
1,31,6,3,0
1,31,6,4,0
1,31,6,5,0
1,31,6,6,0
1,32,6,1,2
1,32,6,2,0
1,32,6,3,0
1,32,6,4,0
1,32,6,5,0
1,32,6,6,0
1,33,6,1,5
1,33,6,2,0
1,33,6,3,0
1,33,6,4,0
1,33,6,5,4
1,33,6,6,0
1,34,5,1,0
1,34,5,2,0
1,34,5,3,0
1,34,5,4,0
1,34,5,5,0
1,34,5,6,0
1,35,6,1,7
1,35,6,2,1
1,35,6,3,0
1,35,6,4,0
1,35,6,5,0
1,35,6,6,0
1,36,1,1,28672
1,36,1,2,270
1,36,1,3,227
1,36,1,4,143
1,36,1,5,355
1,36,1,6,2408
1,37,5,1,0
1,37,5,2,0
1,37,5,3,0
1,37,5,4,0
1,37,5,5,0
1,37,5,6,0
1,38,6,1,1
1,38,6,2,1
1,38,6,3,0
1,38,6,4,0
1,38,6,5,0
1,38,6,6,0
1,39,3,1,122270
1,39,3,2,600663
1,39,3,3,1434
1,39,3,4,680
1,39,3,5,2951
1,39,3,6,11321
1,40,5,1,11254
1,40,5,2,185
1,40,5,3,156
1,40,5,4,125
1,40,5,5,85
1,40,5,6,880
1,41,4,1,73
1,41,4,2,1
1,41,4,3,3
1,41,4,4,1
1,41,4,5,2
1,41,4,6,9
1,42,3,1,59358
1,42,3,2,6740
1,42,3,3,1743
1,42,3,4,785
1,42,3,5,16331
1,42,3,6,6471
1,43,6,1,2
1,43,6,2,0
1,43,6,3,0
1,43,6,4,0
1,43,6,5,0
1,43,6,6,0
1,44,6,1,5
1,44,6,2,1
1,44,6,3,0
1,44,6,4,0
1,44,6,5,1
1,44,6,6,0
1,45,5,1,1
1,45,5,2,0
1,45,5,3,0
1,45,5,4,0
1,45,5,5,0
1,45,5,6,0
1,46,5,1,14207
1,46,5,2,82
1,46,5,3,367
1,46,5,4,232
1,46,5,5,293
1,46,5,6,885
1,47,6,1,2
1,47,6,2,0
1,47,6,3,0
1,47,6,4,0
1,47,6,5,0
1,47,6,6,0
1,48,2,1,10276
1,48,2,2,47
1,48,2,3,149
